class,comid
8,17171354
8,14942226
8,17172734
8,17170176
8,17166376
8,17166302
8,17170284
8,17174154
8,17170942
8,17173828
8,17171518
8,17170322
8,17162564
8,17163628
8,17162728
8,17162568
8,17170364
8,17165772
8,17171144
8,17170266
8,17174946
8,17170298
8,17171440
8,17162550
8,17162942
8,14942232
8,948030240
8,17172672
8,17177834
8,17162342
8,17162384
8,17171374
8,17162764
8,17171366
8,17171554
8,17162368
8,17163550
8,17173700
8,948030241
8,17170438
8,14942256
8,17171170
8,17173896
8,17162338
8,17173904
8,14942224
8,17161598
8,17170636
8,17171368
8,948030257
8,14934986
8,17172786
8,17166374
8,14934950
8,17170534
8,17170328
8,17162330
8,17170410
8,14937217
8,17173636
8,17165794
8,14934962
8,17170428
8,14937283
8,14942248
8,17162840
8,17170338
8,17162718
8,17164010
8,17163214
8,17163036
8,17170212
8,17162730
8,17163230
8,17165768
8,17162882
8,14935016
8,17170132
8,17170222
8,17170130
8,17171254
8,17162922
8,948030120
8,17170370
8,14934902
8,17163098
8,17173886
8,14934988
8,14934970
8,17163142
8,17162124
8,17171506
8,17170830
8,14947534
8,14942216
8,14937233
8,17171574
8,17170334
8,14934920
8,17173878
8,17170310
8,17162950
8,17163162
8,14944796
8,17162768
8,17162972
8,17170638
8,14934976
8,17171112
8,17170200
8,17163930
8,17170120
8,17170188
8,17166304
8,14935006
8,17161802
8,17170548
8,17162692
8,17174932
8,17175290
8,14934884
8,17162532
8,17170316
8,17161768
8,17170654
8,14934896
8,17171132
8,17171192
8,17170342
8,17166394
8,14934940
8,17162332
8,17166364
8,17163650
8,17171382
8,17163474
8,14934942
8,14935012
8,17170210
8,17166426
8,17166424
8,948030256
8,17164060
8,948030274
8,14934796
8,14934922
8,17163228
8,17170378
8,14942208
8,17170374
8,17175302
8,17173934
8,17162712
8,17173754
8,17163386
8,17163050
8,17176060
8,17166348
8,17163998
8,17162490
8,17165942
8,17162238
8,17170174
8,17164316
8,17163300
8,14947202
8,17171558
8,17171580
8,17161272
8,17162558
8,17162658
8,17162630
8,17171122
8,17170184
8,17170480
8,17174236
8,14943092
8,17170752
8,17173628
8,14937191
8,17170326
8,17166400
8,17174934
8,17166292
8,17171124
8,17170634
8,17162900
8,17163114
8,14947568
8,17170496
8,17170388
8,17172680
8,17163786
8,14934764
8,17173830
8,948030016
8,17162938
8,17170348
8,17170332
8,17163028
8,17170470
8,17166452
8,948030119
8,17172674
8,17163082
8,17171264
8,14944826
8,17170544
8,17170264
8,17170238
8,17166322
8,17162400
8,17166324
8,17161788
8,14942214
8,14934964
8,17162810
8,17166380
8,17166360
8,14935014
8,17170344
8,17162834
8,17165784
8,17162360
8,17162328
8,17171468
8,14947514
8,17162778
8,17170168
8,17170596
8,17162130
8,14934936
8,17173794
8,17172764
8,14944298
8,14942204
8,17163054
8,17171500
8,17170842
8,17162556
8,17165954
8,17170244
8,17162416
8,17163384
8,17162506
8,17172752
8,17162528
8,17170260
8,17171454
8,17170192
8,17162992
8,17170182
8,17170180
8,17170514
8,17162884
8,17170296
8,17171606
8,948030154
8,17163024
8,17171420
8,17172750
8,17173912
8,17162824
8,17173702
8,17162720
8,14937263
8,17173928
8,17170196
8,17171444
8,17173644
8,17163070
8,17171140
8,14934934
8,17170190
8,14934928
8,17170472
8,17165842
8,17172702
8,17176080
8,14937255
8,17171406
8,17170384
8,14937241
8,17170614
8,17171204
8,948030116
8,14934956
8,17166388
8,17171236
8,17162628
8,17172678
8,17172740
8,14934926
8,19785317
8,1909464
8,19771419
8,17080393
8,348533
8,2822842
8,19772343
8,2977714
8,1897346
8,349895
8,2822596
8,2822938
8,343715
8,17068370
8,3953263
8,17100303
8,20195818
8,17078225
8,2975204
8,2819534
8,3951797
8,1897322
8,19779483
8,1897280
8,3955291
8,948040208
8,20195590
8,17056120
8,19771757
8,2823462
8,19772011
8,17099691
8,17074959
8,3951681
8,348385
8,3954293
8,1895126
8,16595769
8,16602321
8,948040383
8,3954471
8,2823294
8,2976466
8,17068366
8,1909564
8,3951587
8,17100219
8,1895054
8,19771337
8,1889854
8,17080049
8,20192472
8,349845
8,3952289
8,3951779
8,20195284
8,2819608
8,2977704
8,2818196
8,3954475
8,2822966
8,348467
8,17078575
8,17057046
8,15044351
8,20192492
8,19772037
8,1909520
8,1897620
8,3951333
8,19779917
8,19772377
8,19778323
8,19777585
8,3951231
8,17115713
8,17057050
8,1889840
8,2975234
8,20192338
8,17056122
8,3951361
8,17100735
8,1897472
8,17100215
8,17078237
8,17056150
8,2819564
8,2975238
8,17067648
8,3953447
8,3953273
8,17056320
8,20195858
8,17068318
8,17057602
8,19784527
8,17094507
8,17078503
8,16604555
8,2976448
8,349899
8,17067530
8,2818900
8,3951777
8,17058208
8,2825776
8,16605123
8,2976008
8,2824430
8,20197082
8,2818222
8,17115927
8,17056794
8,17055990
8,17094415
8,17120167
8,19777405
8,16604371
8,3952051
8,948040394
8,19785291
8,16596581
8,19771259
8,17094349
8,343705
8,344227
8,17100443
8,20195446
8,19771421
8,17115629
8,3953415
8,21618153
8,17058384
8,3952085
8,1897474
8,21607231
8,17057558
8,17078611
8,19785409
8,17077961
8,3954361
8,21607353
8,3951783
8,17066390
8,19771979
8,19772621
8,3952477
8,21608519
8,20195384
8,948040274
8,2819884
8,1897622
8,2975214
8,2976342
8,19778319
8,21606935
8,16604211
8,2829142
8,1897498
8,17067092
8,2822984
8,17075461
8,17058254
8,19779163
8,165851774
8,19777259
8,2826388
8,3951499
8,3951771
8,21608731
8,1891586
8,2824214
8,1909496
8,1897580
8,17067168
8,20192386
8,2822576
8,1889686
8,17078871
8,2822858
8,2822554
8,17094615
8,3951511
8,17067762
8,19784655
8,20192368
8,1909438
8,1889698
8,19791963
8,3951605
8,3953645
8,948040196
8,349805
8,17057538
8,20195316
8,2837526
8,3951235
8,17057000
8,20195876
8,17094541
8,17080153
8,17067392
8,3947431
8,2823520
8,2823318
8,17055568
8,17068302
8,17091295
8,3953297
8,948040364
8,19780041
8,17100393
8,17067658
8,3952139
8,948040121
8,3953685
8,17067698
8,345141
8,16604429
8,2977682
8,2824016
8,3952967
8,349857
8,1909480
8,20192452
8,1894924
8,2824272
8,3953509
8,19771671
8,17071730
8,3953597
8,2818314
8,948040368
8,2825764
8,1897122
8,20195778
8,948021180
8,19784481
8,17078873
8,3951571
8,948040215
8,17100633
8,17077929
8,344249
8,19785173
8,3953299
8,15048173
8,3951957
8,2823376
8,2975268
8,948040197
8,2818262
8,21607273
8,2824574
8,2976644
8,19777593
8,16604415
8,3953261
8,17057028
8,2977138
8,3951501
8,2824408
8,948040132
8,2823500
8,17067252
8,2822798
8,1909400
8,17100695
8,348525
8,348393
8,19771567
8,2818266
8,15041761
8,19772781
8,17056974
8,17056634
8,17100737
8,19772453
8,19771951
8,19771829
8,19777763
8,17094423
8,21607077
8,21606739
8,20196636
8,3955419
8,17068324
8,17067556
8,343603
8,3951493
8,1894400
8,3951641
8,2823962
8,2824060
8,1897302
8,1895050
8,3951753
8,17067350
8,17101019
8,948040116
8,3952623
8,3954403
8,16602319
8,20197236
8,3951943
8,19777699
8,3951341
8,20195660
8,2976050
8,3952249
8,3951145
8,1894560
8,2975228
8,948040273
8,20195886
8,19772251
8,2824148
8,1897158
8,20195422
8,344267
8,17056198
8,17058302
8,17067480
8,3954577
8,3954445
8,2976616
8,1889754
8,19771607
8,3954575
8,17099651
8,19769385
8,2833624
8,2975412
8,344453
8,19771049
8,20194994
8,19777187
8,17099943
8,19772039
8,2824064
8,17067204
8,1909504
8,1889816
8,19779955
8,17067636
8,948040166
8,2975246
8,1891602
8,17067034
8,2824058
8,1889868
8,2976552
8,2976546
8,17056998
8,16602565
8,17058326
8,17067700
8,17067650
8,19785183
8,2818482
8,2824508
8,16595749
8,21607125
8,19771983
8,344327
8,2822722
8,3951979
8,16610555
8,19777581
8,19780101
8,3952613
8,3952671
8,20194944
8,1889708
8,1894636
8,2976168
8,17057586
8,3952181
8,19772239
8,16604369
8,3951975
8,2826028
8,3954463
8,2823126
8,19772753
8,17056658
8,17115647
8,3951817
8,17066936
8,20197208
8,17099841
8,2976308
8,16604341
8,3951377
8,3953455
8,19779925
8,17078433
8,19777427
8,19772179
8,2826152
8,19779837
8,2823414
8,1897440
8,20195922
8,17116277
8,20197188
8,17078749
8,2820082
8,3954459
8,1897550
8,3954381
8,3951417
8,2822824
8,21607179
8,349883
8,19785295
8,2822606
8,19772159
8,16610381
8,20195784
8,948040189
8,3952239
8,2976596
8,17056446
8,19772055
8,1909394
8,3952099
8,1897268
8,19785377
8,2823026
8,15048417
8,3952017
8,19771643
8,2976072
8,2824420
8,19780121
8,1889672
8,3951819
8,15048161
8,17100625
8,3951431
8,15048333
8,19779171
8,2822614
8,3947469
8,2977112
8,15048175
8,17078515
8,17068394
8,17099719
8,19785169
8,17100913
8,2976526
8,19778087
8,2822592
8,3951805
8,17067470
8,344451
8,344145
8,2819620
8,16604985
8,948040393
8,17057284
8,17066682
8,19777417
8,17053292
8,2824566
8,2818908
8,2825792
8,17068300
8,1895082
8,19780129
8,17078743
8,19779701
8,2975218
8,1894744
8,2976138
8,19777781
8,17115931
8,3953505
8,17066928
8,3952631
8,3951539
8,20194538
8,17115839
8,2976584
8,19771299
8,348575
8,1909556
8,2818312
8,17094459
8,948020638
8,2821670
8,344331
8,2824184
8,16604495
8,17091341
8,1894384
8,948040111
8,19778895
8,17099689
8,3954839
8,17100667
8,17078549
8,19772633
8,2976274
8,16604363
8,17100469
8,17056818
8,20192366
8,2822884
8,19771633
8,19778111
8,3951739
8,17078481
8,17100745
8,17120155
8,15043555
8,2819586
8,17067666
8,17100209
8,17057184
8,2823044
8,17067510
8,17094569
8,2976544
8,948040198
8,17056506
8,2822914
8,2818248
8,19791957
8,3947439
8,19779151
8,349869
8,1897318
8,3952131
8,348585
8,1889850
8,3951151
8,3951745
8,16596585
8,17067196
8,348599
8,19785179
8,2788639
8,20197120
8,1894780
8,2976264
8,17115733
8,2823040
8,2823068
8,17053294
8,17067380
8,17099769
8,1892804
8,2819588
8,19772677
8,19780025
8,2826084
8,1889818
8,3951505
8,2825968
8,344057
8,19778845
8,20192424
8,17115503
8,19771285
8,17100265
8,17120219
8,17078889
8,3955387
8,3952379
8,17068304
8,3952405
8,1889624
8,2822708
8,17057522
8,17120211
8,1894546
8,2824586
8,21607275
8,19779393
8,19785303
8,19779231
8,344169
8,3954331
8,2823554
8,19772715
8,1897284
8,20195674
8,17100225
8,19772783
8,2826170
8,17068350
8,17066458
8,19780185
8,1909458
8,3951479
8,1894100
8,2976364
8,17100971
8,17099003
8,19772045
8,17080385
8,20197100
8,2975220
8,3954469
8,1897362
8,3951765
8,349763
8,3954823
8,17094493
8,2818358
8,19785213
8,3953519
8,17094595
8,2823860
8,17068412
8,948040381
8,3952319
8,17094393
8,17100453
8,17094601
8,2822838
8,17094481
8,17066972
8,20196634
8,17067726
8,1897266
8,19777575
8,2976046
8,24714071
8,17055938
8,17066826
8,3952433
8,17094375
8,2822972
8,1897578
8,3954607
8,2822804
8,17056326
8,1897298
8,948040284
8,20195914
8,2822674
8,2822856
8,948040234
8,1889812
8,17056094
8,2822916
8,2976280
8,19780073
8,2977110
8,17100009
8,17067628
8,17078783
8,17066820
8,349889
8,19777579
8,17058148
8,1889716
8,2824112
8,17056278
8,1897342
8,19777655
8,21607301
8,17100291
8,19778077
8,3951319
8,19792017
8,20196650
8,1888352
8,3954479
8,1897420
8,3952457
8,21608581
8,948021214
8,17067582
8,1897314
8,19777561
8,17100585
8,19785163
8,2833588
8,17100201
8,1897596
8,2822694
8,3951439
8,948040283
8,2818354
8,20197096
8,24703576
8,1889908
8,1889894
8,17099655
8,20192384
8,21608521
8,3952487
8,20197212
8,2824126
8,2822864
8,2976592
8,948040137
8,2823510
8,2976180
8,3953503
8,21606813
8,2819630
8,16605107
8,2976678
8,19792049
8,24705821
8,17067724
8,2825788
8,1909576
8,21607161
8,16604261
8,3954671
8,1889640
8,1895072
8,17100449
8,3951869
8,15048403
8,948040135
8,2976312
8,3953307
8,19777587
8,17099637
8,3951813
8,17099997
8,20195338
8,17115557
8,17100497
8,3953315
8,2827124
8,3951445
8,17078779
8,19771987
8,1889808
8,20195568
8,3953251
8,17066262
8,3954669
8,2824142
8,2822880
8,3953587
8,2976626
8,15048331
8,17100729
8,948040142
8,17099935
8,2818328
8,20197124
8,3954591
8,1889846
8,2823092
8,3951643
8,19785365
8,17100275
8,1889706
8,3951159
8,17115819
8,17094389
8,3954385
8,17056240
8,1909446
8,2818500
8,2823956
8,20195888
8,2822634
8,1909426
8,2826196
8,2822970
8,2824062
8,2833562
8,17094439
8,19779967
8,19772151
8,17056352
8,3954409
8,17078875
8,3952163
8,1889886
8,3951901
8,2818490
8,1889774
8,19785375
8,2822836
8,3952023
8,19785347
8,20192330
8,1897516
8,15048199
8,948040104
8,17100241
8,17067548
8,3951947
8,2818432
8,2976118
8,17067230
8,2823920
8,2826392
8,17066632
8,17066206
8,3952061
8,19780169
8,17080169
8,2976712
8,17100235
8,19771703
8,19791925
8,21608671
8,20195248
8,21606729
8,17080395
8,2976720
8,344369
8,19779423
8,2826136
8,17100691
8,16602273
8,19771287
8,19779897
8,17078847
8,17078671
8,19779485
8,20192490
8,2822862
8,348561
8,2975200
8,17078499
8,17055902
8,17067086
8,20197062
8,17056454
8,948040257
8,1889646
8,2824092
8,2818456
8,20197050
8,20197078
8,19771589
8,948040238
8,3947449
8,19772415
8,2976020
8,3952019
8,3953305
8,3952107
8,19770025
8,17080267
8,20195788
8,19780107
8,3947479
8,17100247
8,3952961
8,17100413
8,3955323
8,1894638
8,17099855
8,17057114
8,2818284
8,17098961
8,17078805
8,1894540
8,17100655
8,17101031
8,2976298
8,19785229
8,2829176
8,3953497
8,19771789
8,19785345
8,2826308
8,2823512
8,2822714
8,1889874
8,17066630
8,948040265
8,17056302
8,17066074
8,17078053
8,19780153
8,3952817
8,17078651
8,3951305
8,19779961
8,3953461
8,3952871
8,19785235
8,3951959
8,2822540
8,2975230
8,19769383
8,343911
8,17056532
8,19779957
8,3955375
8,20195644
8,17066208
8,20195332
8,17057252
8,3953559
8,19772321
8,348441
8,948040356
8,17091331
8,2818410
8,2976210
8,948040161
8,3954807
8,2824248
8,17094399
8,17080321
8,2976368
8,2824344
8,17120225
8,2822904
8,17100233
8,17100607
8,948040361
8,3951553
8,17067368
8,349787
8,19780149
8,17094479
8,3951759
8,17066234
8,3952703
8,20195866
8,17056692
8,2823628
8,20195558
8,19772673
8,2826108
8,19777757
8,3951713
8,20196642
8,17094657
8,3953501
8,3947467
8,2822746
8,17066482
8,17068354
8,3953525
8,3954283
8,19780029
8,1909502
8,15048277
8,2976482
8,3952133
8,19778093
8,17078425
8,19779431
8,1909442
8,2818372
8,17056306
8,17100757
8,1889612
8,17100213
8,16604487
8,948021215
8,17100997
8,17094651
8,2823312
8,17100109
8,17056696
8,2818404
8,3951521
8,2822552
8,17055844
8,19777421
8,17100485
8,348593
8,19785289
8,17100447
8,19779085
8,2822538
8,1886512
8,3951295
8,1889878
8,20195458
8,19778291
8,348401
8,19771817
8,2824090
8,19771327
8,948040205
8,20195544
8,1888722
8,17067522
8,17120165
8,348509
8,21607131
8,17066798
8,1894454
8,20197182
8,3954363
8,19778301
8,2975258
8,2824258
8,1909456
8,17078483
8,349791
8,20197122
8,17100057
8,17067320
8,19772623
8,2976396
8,17078149
8,17056574
8,2823584
8,19777519
8,3951393
8,3954835
8,19777277
8,3951307
8,19771845
8,19777571
8,1897354
8,19784495
8,2976450
8,20194568
8,17068340
8,19777433
8,19772009
8,2976058
8,3954717
8,17099927
8,20195604
8,1889772
8,948040272
8,1897282
8,3947477
8,17058296
8,20195712
8,17056096
8,2976246
8,2825918
8,17115827
8,2976142
8,2824082
8,17056730
8,3947447
8,17100495
8,1897636
8,2818438
8,3955227
8,19772777
8,1897546
8,3951875
8,17075459
8,2822740
8,948040131
8,20197210
8,19772137
8,19771163
8,948040147
8,21608707
8,3951437
8,349823
8,948040162
8,3951427
8,20192374
8,16604265
8,3952385
8,3954665
8,17099733
8,3954521
8,1893250
8,19777673
8,1897424
8,20195912
8,19771909
8,17067644
8,2824046
8,948040129
8,3954719
8,19779873
8,2979600
8,948040177
8,2822794
8,2822610
8,1909526
8,17068320
8,2975182
8,3952383
8,1897470
8,2818290
8,948040112
8,3951459
8,2824002
8,17099561
8,3952309
8,948040360
8,3947443
8,17120215
8,2822848
8,2823508
8,19784503
8,17066730
8,2818388
8,2829054
8,348377
8,2822704
8,3954511
8,2822744
8,2822736
8,17057766
8,20195406
8,17057036
8,17080171
8,19772177
8,17057006
8,20195786
8,17078365
8,1909494
8,19779945
8,20195968
8,3951569
8,948021217
8,3951535
8,3951647
8,16604387
8,17115789
8,1909476
8,3951549
8,21607349
8,948021182
8,2976036
8,17067416
8,19777713
8,3947393
8,17056530
8,1894566
8,17098975
8,2976438
8,17100019
8,17055986
8,17066610
8,20192508
8,20192320
8,20196378
8,3954723
8,17100489
8,21606943
8,17058300
8,21607197
8,3953241
8,17094465
8,17100331
8,2822802
8,17115663
8,20192496
8,1897184
8,17099961
8,2822648
8,2823468
8,20195900
8,19779389
8,17078061
8,19779615
8,344503
8,19778109
8,17094543
8,1897348
8,948040113
8,3947455
8,17115969
8,17067314
8,17100289
8,17057660
8,2824028
8,20192488
8,3951961
8,948020634
8,948040369
8,2818884
8,16605105
8,948040240
8,20197166
8,17120179
8,17056250
8,17115397
8,17067642
8,948040259
8,17100575
8,1889832
8,2826090
8,17056156
8,1889916
8,948040367
8,3951721
8,17080205
8,2818392
8,2823042
8,2822992
8,3952005
8,17094645
8,19771151
8,3952199
8,21607159
8,20197230
8,948040209
8,19772827
8,19771709
8,3951749
8,2824496
8,17078731
8,3953567
8,2819522
8,17100403
8,17057528
8,17100465
8,17099621
8,17067576
8,1897680
8,17100657
8,2826198
8,1894594
8,948021176
8,17078739
8,20192282
8,1897590
8,16604375
8,2822982
8,3951835
8,349903
8,2826390
8,1897672
8,17100571
8,3954367
8,17066174
8,20196324
8,19784517
8,2825782
8,343755
8,20197118
8,20197034
8,19779889
8,3954399
8,17100681
8,2976538
8,19772339
8,1889684
8,3954341
8,3952543
8,16595777
8,2824068
8,2824012
8,17094353
8,3951469
8,3951567
8,2977136
8,948040194
8,17100263
8,20196340
8,3952429
8,19771903
8,20194866
8,3951515
8,2826386
8,19772013
8,16602327
8,348449
8,20197206
8,2819912
8,19771105
8,21606809
8,3947501
8,16604557
8,20194570
8,348515
8,1897568
8,19771427
8,19777569
8,2975432
8,20197094
8,17078119
8,19771819
8,17080373
8,2823128
8,2976102
8,20195330
8,19772527
8,1894570
8,1889862
8,3951665
8,19784507
8,3952771
8,17057580
8,17068392
8,19772459
8,3954327
8,3952217
8,1909544
8,19771119
8,16596573
8,17101101
8,2822546
8,1889602
8,3954509
8,20197088
8,2824288
8,17091317
8,20192274
8,17077977
8,17115593
8,1894764
8,19771563
8,19778857
8,1889882
8,3951945
8,948040164
8,17068252
8,948040386
8,3955335
8,17066612
8,19777355
8,17078883
8,17066508
8,2818202
8,948040269
8,17056348
8,17057444
8,19779289
8,345075
8,1894738
8,1889696
8,2824170
8,1897446
8,1909468
8,19777347
8,3947425
8,16604257
8,3954405
8,948040348
8,17100471
8,21607209
8,3952469
8,17057536
8,19785273
8,1889770
8,17094587
8,17066298
8,3947401
8,1894648
8,19785285
8,19779381
8,15048415
8,3951999
8,20195416
8,2823030
8,16604439
8,19771547
8,3954611
8,19772831
8,17068136
8,19778997
8,344299
8,17078085
8,2824020
8,17100029
8,344395
8,15041993
8,17056284
8,20195266
8,2818370
8,17078231
8,3953445
8,19777309
8,1889500
8,3952387
8,3947507
8,19780155
8,2823262
8,17078083
8,20197032
8,2976182
8,19772165
8,3951533
8,19777307
8,1894574
8,17067456
8,17115645
8,21610283
8,3951381
8,2824210
8,948040365
8,16604215
8,2818254
8,19772015
8,1897316
8,19771507
8,17067088
8,1897358
8,1889618
8,17067750
8,19771495
8,17067388
8,2822898
8,3951625
8,20197214
8,20195702
8,3951329
8,1889648
8,2824336
8,17100237
8,2823582
8,20195196
8,2823802
8,16605065
8,948040385
8,17056578
8,3954297
8,1892898
8,17078493
8,17078201
8,1909422
8,21608537
8,2818450
8,1897520
8,348563
8,20195578
8,17094505
8,3952377
8,1897592
8,2824600
8,2826236
8,3952859
8,3954489
8,2976226
8,1894448
8,2818310
8,2823242
8,2823518
8,17056112
8,20196310
8,2976636
8,17115825
8,17057410
8,19780195
8,17078679
8,19772717
8,3951885
8,20195562
8,17078635
8,2788607
8,19778081
8,3951953
8,2976664
8,2823482
8,17056874
8,3951781
8,3952047
8,20195198
8,17099715
8,3952773
8,20195454
8,2823800
8,1909466
8,15041321
8,19785333
8,21608557
8,2826202
8,17115907
8,2976078
8,16604423
8,19777707
8,17100467
8,17100725
8,2976628
8,948040226
8,1897674
8,19771623
8,19771351
8,3952637
8,3954365
8,17067134
8,3951449
8,17075019
8,344199
8,344093
8,19780001
8,17080281
8,17056294
8,17100969
8,20197016
8,2824222
8,948040123
8,1909552
8,19771209
8,21606879
8,17057144
8,17067410
8,3951525
8,19785415
8,16610557
8,1892868
8,2818366
8,2976094
8,3954457
8,19771833
8,3947451
8,1889750
8,19777725
8,17080165
8,948040114
8,17080181
8,17075063
8,3955429
8,17066408
8,17099613
8,20194916
8,16604299
8,1889748
8,3951799
8,17067630
8,17100939
8,19772047
8,20192336
8,3955391
8,1895084
8,3954813
8,20195782
8,2976586
8,19778057
8,17056518
8,3954309
8,17094639
8,19784519
8,2821662
8,3947429
8,19777317
8,3951529
8,2824088
8,20195176
8,17100399
8,3953355
8,17078411
8,17100987
8,2976420
8,1909518
8,21606951
8,17057604
8,17115877
8,3951269
8,17067554
8,3947457
8,20195438
8,1889778
8,17057242
8,3954861
8,3951955
8,2976352
8,1889792
8,2822940
8,19771435
8,1892870
8,1894558
8,2824050
8,3951583
8,948040150
8,19771281
8,17120199
8,17068380
8,20192334
8,948040204
8,19778085
8,19771669
8,2976422
8,3954391
8,2818300
8,19792029
8,1889740
8,17078881
8,2976028
8,17099597
8,1897422
8,17057070
8,2976656
8,2823848
8,348549
8,19771731
8,19772451
8,17057100
8,1889914
8,17067638
8,17115649
8,2976630
8,1889670
8,21608571
8,348391
8,2822580
8,17100445
8,3951951
8,17057052
8,3952281
8,344077
8,17115979
8,1892874
8,17055758
8,17058250
8,2827120
8,948040237
8,17115763
8,16604241
8,17056554
8,2976488
8,17115589
8,20195798
8,19771047
8,2823976
8,2826408
8,17100229
8,19777465
8,344273
8,17067506
8,17056322
8,3952189
8,17068398
8,3951933
8,3951729
8,19771155
8,2822860
8,948040128
8,349893
8,19771309
8,948040106
8,20197020
8,17055774
8,17080167
8,948040362
8,19771619
8,2819524
8,21606961
8,17078417
8,17056222
8,17058294
8,17120135
8,17056820
8,3951451
8,20192312
8,21606941
8,17099963
8,19780167
8,1897508
8,948040287
8,2824242
8,2823080
8,3953531
8,19772421
8,2976150
8,3951209
8,17115617
8,2822776
8,20195322
8,19772373
8,17120217
8,348443
8,17115951
8,1909574
8,3951555
8,3952731
8,1909534
8,2826200
8,19778307
8,348543
8,19784333
8,19771211
8,19771849
8,16604597
8,2824592
8,20192298
8,344075
8,19785315
8,2826382
8,17056318
8,1897332
8,17057094
8,2822556
8,19779869
8,1909516
8,17100207
8,19771385
8,17109675
8,1909392
8,2822728
8,19777577
8,17115813
8,2819686
8,19779339
8,3951423
8,17068372
8,17094641
8,17078773
8,2976690
8,3951237
8,3947437
8,2818904
8,17057232
8,3952769
8,17120143
8,2822866
8,17075463
8,20192500
8,1889710
8,2976674
8,17056774
8,20192470
8,17066752
8,1909482
8,17067440
8,17075037
8,1909514
8,20195596
8,3952667
8,17100017
8,17098957
8,3951949
8,17099937
8,348491
8,15048345
8,17056762
8,17099553
8,17078165
8,1909424
8,17091363
8,1894070
8,20194548
8,2825914
8,17058306
8,1897324
8,3952517
8,3951727
8,16604877
8,2976412
8,1889844
8,2976494
8,1909444
8,20195680
8,2975162
8,19769227
8,17099727
8,348531
8,17067364
8,17056534
8,3953641
8,20197086
8,16604313
8,1897296
8,17094519
8,17115373
8,17094625
8,15048419
8,19777603
8,2975226
8,17078737
8,1889912
8,20192376
8,344467
8,17091343
8,3951251
8,19785305
8,1889766
8,1888186
8,2822816
8,1889836
8,344205
8,3954781
8,17093219
8,20195210
8,19772445
8,21608649
8,2826378
8,17067024
8,1897374
8,19778119
8,17056566
8,2819514
8,19785327
8,3947421
8,17099919
8,2819600
8,3951737
8,344179
8,17094443
8,3951497
8,2818894
8,17115567
8,2822720
8,2823994
8,17078325
8,20195736
8,17056402
8,3953073
8,17057598
8,1909436
8,1889934
8,2825772
8,17078613
8,2819594
8,2822564
8,948020636
8,2823928
8,1889720
8,1897124
8,3951677
8,3951711
8,17053544
8,1888310
8,17100037
8,2975280
8,19778859
8,17057704
8,17115803
8,2822774
8,17091301
8,21607249
8,16604417
8,17100161
8,19791929
8,20195212
8,1895034
8,17055886
8,1909508
8,3951829
8,1892438
8,19779541
8,3954507
8,17067606
8,348397
8,2819494
8,17067244
8,1889610
8,17100101
8,17067296
8,1889800
8,19785321
8,17078033
8,17066384
8,3952305
8,3951167
8,3947461
8,17115681
8,2824506
8,17078899
8,17101061
8,20195482
8,948040193
8,17100341
8,19772081
8,19779543
8,17094563
8,20192412
8,17077939
8,17057214
8,17067324
8,17078293
8,3954685
8,20195246
8,2823752
8,17100751
8,19771583
8,17100615
8,1897160
8,19785287
8,2818374
8,19785363
8,17080377
8,19785391
8,19777389
8,2826918
8,3951227
8,948040366
8,20194942
8,19771639
8,2976290
8,17100251
8,17094509
8,2822808
8,17101085
8,3951585
8,2819626
8,19772815
8,2822952
8,3952943
8,17057742
8,16604333
8,17100025
8,17066336
8,19771497
8,17066448
8,20197114
8,19771447
8,2977166
8,16604367
8,2826164
8,2976272
8,17055958
8,948040370
8,19779005
8,17057542
8,17100699
8,19785231
8,20195526
8,19777559
8,17094649
8,2823014
8,17099891
8,3951623
8,17100121
8,16617329
8,17067488
8,17056824
8,19777537
8,3951691
8,20197204
8,19779185
8,17115977
8,20197090
8,17099985
8,2976066
8,16602567
8,17091297
8,2822868
8,16602593
8,2826420
8,2823232
8,21606835
8,17067618
8,948040126
8,21606979
8,1891594
8,3954583
8,2823460
8,3954657
8,2818230
8,19777437
8,17055772
8,19772489
8,20196256
8,3953495
8,17056478
8,3954683
8,17078175
8,19772325
8,1897426
8,17099759
8,19779059
8,1889876
8,3951489
8,2818390
8,3951789
8,3954437
8,349901
8,3951491
8,2976082
8,1889712
8,17066720
8,17058312
8,19779871
8,948020640
8,3951161
8,1889694
8,19791967
8,2823102
8,1897428
8,17078631
8,948040227
8,2818494
8,2823444
8,1889888
8,1897246
8,17099857
8,17078711
8,19771935
8,20195682
8,2819542
8,2822946
8,2976572
8,19772457
8,17078125
8,17094551
8,948040143
8,2822588
8,19785221
8,19797477
8,17098965
8,17094629
8,17100977
8,1894172
8,17100683
8,2824074
8,17077989
8,19779087
8,3953499
8,17067310
8,19779257
8,16604271
8,20192448
8,2976032
8,17100951
8,17099845
8,17116387
8,17094477
8,3954663
8,21606847
8,2823022
8,20192354
8,17068166
8,3952603
8,948040140
8,17115723
8,19791959
8,2826384
8,3951663
8,2975184
8,19777657
8,17077991
8,17099833
8,17100065
8,1897438
8,3952959
8,19777589
8,19771131
8,2826142
8,19779881
8,3952183
8,17068396
8,2828038
8,17100581
8,19771375
8,2975244
8,17080273
8,20197036
8,17068316
8,20192278
8,17115667
8,2824178
8,17058200
8,2823024
8,19780183
8,2977692
8,20192304
8,2822590
8,19779235
8,19772803
8,21606825
8,21608721
